video_id,prompt,video_path,audio_path,first_frame_path
stmnstY4SQ0_9,"a sequence of animated characters engaged in various activities, primarily focusing on a large, menacing-looking creature with a snarling expression and a smaller, more submissive creature. The larger creature is shown interacting with the smaller one, pointing at it, and then looking at a computer screen. The smaller creature appears to be in awe or fear of the larger one. The scene takes place in a bright, sunny environment with a clear blue sky and calm ocean in the background. The main subjects are two animated characters. The larger character has a muscular build, sharp teeth, and a snarling expression, indicating aggression or dominance. The smaller character has a more submissive posture, with its head tilted upward and eyes wide, suggesting fear or curiosity. The larger character is positioned to the left of the frame, while the smaller character is positioned to the right. The larger character is also seen interacting with a computer screen, which displays various graphics and data. The camera remains mostly static, focusing on the characters from a medium shot perspective, capturing their upper bodies and expressions clearly.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/stmnstY4SQ0_9/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/stmnstY4SQ0_9/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/stmnstY4SQ0_9/first_frame.png
vrY7hBzhhIg_35,"A woman with long brown hair and glasses is speaking in a room with a vibrant, colorful background. She is wearing a blue patterned blouse and is seen gesturing with her hands as she talks. The background features a poster with a cartoonish character and a red and blue neon light effect, creating a lively and energetic atmosphere. The woman's movements are primarily focused on her hands and arms as she gestures while speaking. Her hand movements are varied, including pointing, waving, and touching her hair. The background remains static, with no noticeable changes or movements. The main subject is a woman with long brown hair and glasses, wearing a blue patterned blouse. She is positioned centrally in the frame and is actively gesturing with her hands as she speaks. Her expressions and hand movements suggest she is engaged in a conversation or presentation. The background features a poster with a cartoonish character and a red and blue neon light effect. The poster is positioned behind the woman, adding a vibrant and playful element to the scene. The lighting in the room is bright and colorful, enhancing the overall lively atmosphere. The camera is stationary, focusing on a medium close-up view of the woman, capturing her upper body and face clearly.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/vrY7hBzhhIg_35/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/vrY7hBzhhIg_35/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/vrY7hBzhhIg_35/first_frame.png
HoC0p_LZOA4_191,"a lively scene with three animated characters in a brightly lit room. The main character, a man in a yellow shirt and a wide-brimmed hat, is holding a microphone and appears to be conducting an interview or hosting a show. Another character, a woman in a blue suit, stands behind him, occasionally gesturing or reacting to the conversation. A third character, a young boy in a red shirt, is positioned to the right, smiling and occasionally waving at the camera. The background includes a window with blinds and a bookshelf, adding to the casual and friendly atmosphere of the scene. The main subjects are three animated characters. The man in the yellow shirt and hat is holding a microphone and appears to be speaking or interviewing. The woman in the blue suit stands behind him, occasionally gesturing or reacting to the conversation. The young boy in the red shirt is positioned to the right, smiling and waving at the camera. The man and woman are positioned centrally, while the boy is slightly to the right. The background features a brightly lit room with a window covered by blinds and a bookshelf filled with books. The scene is set indoors, likely in a casual, friendly environment. The lighting is warm and inviting, contributing to the cheerful atmosphere. The camera is stationary, capturing the scene from a medium shot that includes all three characters and part of the background. The view is slightly angled to include the man and woman in the foreground and the boy in the background.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/HoC0p_LZOA4_191/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/HoC0p_LZOA4_191/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/HoC0p_LZOA4_191/first_frame.png
oFrcy89f51E_18,"Two men are seated at a desk in a studio, engaged in a lively discussion. The man on the left, dressed in a black shirt, gestures animatedly with his hands while speaking. The man on the right, wearing a tropical-patterned shirt, listens attentively and occasionally responds. They are both focused on a laptop in front of them, which displays various stickers and a logo. The background features a colorful, cartoonish wall with a cave-like entrance and various objects, creating a playful and creative atmosphere. The main subjects are two men. The man on the left has short hair and is wearing a black shirt. He is actively gesturing with his hands while speaking. The man on the right has dark hair and is wearing a tropical-patterned shirt. He is sitting in front of a laptop, which is open and displaying stickers and a logo. Both men are positioned side by side at a desk, with the man on the left leaning slightly forward and the man on the right leaning slightly back. The background consists of a colorful, cartoonish wall with a cave-like entrance and various objects, including bottles and a large archway. The scene is set in a studio environment, suggesting a creative or entertainment-related setting. The background is vibrant and playful, with a mix of warm and cool tones. The camera is stationary, providing a clear and stable view of the two men and their surroundings from a frontal angle.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/oFrcy89f51E_18/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/oFrcy89f51E_18/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/oFrcy89f51E_18/first_frame.png
AOrY6maeHcI_27,"a playful and animated scene set in a whimsical forest. A muscular, anthropomorphic character with a yellow shirt and blue shorts is seen performing a series of playful actions, including jumping and swinging on a blue and white swing. Surrounding him are various animated characters, including a small red creature with a white face, a green creature with a large head and antennae, and a robotic character with a yellow body and orange head. The scene is set against a backdrop of a pink sky with scattered clouds, and the forest is filled with trees and a large black ball. The main character is a muscular, anthropomorphic character with a yellow shirt, blue shorts, and a headband. He is positioned in the center of the frame and performs various playful actions, such as jumping and swinging on a blue and white swing. Surrounding him are other animated characters, including a small red creature with a white face, a green creature with a large head and antennae, and a robotic character with a yellow body and orange head. The characters are positioned around the main character, interacting with him and each other. The main character exhibits dynamic movements, including jumping, swinging, and playful gestures. His movements are energetic and playful, with medium amplitude and moderate speed. The surrounding characters also exhibit slight movements, such as turning their heads and shifting their positions slightly. The background remains static, with no significant changes or movements. The camera is stationary, providing a wide-angle view of the scene, capturing the entire group of characters and their interactions within the forest setting.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/AOrY6maeHcI_27/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/AOrY6maeHcI_27/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/AOrY6maeHcI_27/first_frame.png
r-K_LeYqylk_230,"A colorful, animated car crashes into a rock wall, causing a large cloud of black smoke to billow out. The car, painted in shades of blue and turquoise, is severely damaged and appears to be in a state of disrepair. The scene transitions to a parking lot where several parked vehicles, including trucks and trailers, are visible. The parking lot is lined with tables and chairs, indicating a place for people to sit and relax. The background features a bright, cartoonish parking lot with a variety of parked vehicles, including trucks, trailers, and a food truck. The parking lot is bordered by a grassy area with trees and a few buildings in the distance. The sky is clear and blue, suggesting a sunny day. The main object is a blue and turquoise car that crashes into a rock wall, causing a significant amount of smoke to billow out. The car is severely damaged, with its front end crumpled and its windows shattered. The car is positioned on the left side of the frame, and the smoke is emanating from the right side of the frame. The background features a parking lot with several parked vehicles, including trucks, trailers, and a food truck. The scene is set in a bright, cartoonish style with vibrant colors and clear, simple shapes. The camera is stationary, providing a wide-angle view of the scene. There is no camera movement, and the focus remains on the crashed car and the parking lot.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/r-K_LeYqylk_230/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/r-K_LeYqylk_230/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/r-K_LeYqylk_230/first_frame.png
ninsb8n8cRE_8,"A group of individuals is engaged in a lively interaction, with one person performing a dynamic dance-like movement while others watch and react.The central figure is a person with curly hair, wearing a white jacket over a black shirt with the number ""J1"" printed on the back. This individual is in the midst of a vigorous dance, with arms outstretched and body leaning forward. Surrounding this person are several others, including a child wearing a red cap and a striped shirt with cartoon characters, and another child in a green cap and striped shirt. The individuals appear to be in a casual, relaxed setting, possibly a home environment, indicated by the presence of a couch and a curtain in the background.The setting is an indoor space with a couch and a curtain, suggesting a living room or a similar domestic environment. The background is blurred, but it appears to be a daytime scene with natural light coming through the curtain, indicating it might be daytime. The overall atmosphere is casual and intimate, with the focus on the interaction between the individuals.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/ninsb8n8cRE_8/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/ninsb8n8cRE_8/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/ninsb8n8cRE_8/first_frame.png
PljiomO_v38_23,"two animated characters, a blue-haired girl and a girl with a white jacket, standing on a bridge overlooking a cityscape. The blue-haired girl is holding a smartphone and appears to be focused on it, while the girl in the white jacket is also holding a smartphone and looking at it. The scene is set in a bright, colorful, and vibrant city with tall buildings and a clear blue sky. The characters exhibit subtle movements, primarily involving their hands and heads. The blue-haired girl occasionally shifts her gaze between the smartphone and the surroundings, while the girl in the white jacket remains mostly stationary, occasionally glancing at her phone. The background remains static, with no noticeable changes or movements. The main subjects are two animated characters. The blue-haired girl has short blue hair and wears a white jacket with a red and black checkered tie. She is holding a smartphone in her right hand and looking at it intently. The girl in the white jacket has long blue hair and wears a white jacket with a blue badge on her left chest. She is also holding a smartphone in her right hand and looking at it. Both characters are positioned on the left side of the frame, standing on a bridge. The camera is stationary, providing a fixed view of the two characters and the cityscape behind them. The view is a medium shot, capturing both characters and part of the background.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/PljiomO_v38_23/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/PljiomO_v38_23/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/PljiomO_v38_23/first_frame.png
hV_EWY4ccak_23,"a close-up view of a person's hands holding and interacting with a small toy figure and a pretzel. The toy figure is a character from the animated movie ""Frozen,"" and the pretzel is a miniature version of a classic snack. The hands are adorned with pink nail polish and a ring with a red heart design. The background features a vibrant array of colorful markers, adding a playful and artistic atmosphere to the scene. The main objects in the video are a small toy figure and a pretzel. The toy figure is a character from the animated movie ""Frozen,"" with blonde hair and a blue dress. The pretzel is a miniature version of a classic snack, with a twisted shape and a golden-brown color. The hands holding the toy and pretzel are adorned with pink nail polish and a ring with a red heart design. The toy figure and pretzel are positioned close together, with the toy figure being held in one hand and the pretzel in the other. The background consists of a colorful array of markers, arranged in a row. The markers are in various bright colors, including red, green, yellow, orange, and blue. The markers are positioned horizontally, creating a visually appealing and vibrant backdrop. The scene appears to be set on a flat surface, possibly a table or desk, with a clean and organized appearance. The camera is stationary, providing a close-up view of the hands and the objects they are holding. The focus is sharp, capturing the details of the toy figure, pretzel, and the hands.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/hV_EWY4ccak_23/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/hV_EWY4ccak_23/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/hV_EWY4ccak_23/first_frame.png
_a_3V6AAyxw_21,"a playful interaction between two individuals, one wearing a denim jacket and the other in a leopard print shirt, who are engaging in a lighthearted conversation or exchange.The individual in the denim jacket has blonde hair and is wearing a denim jacket over a grey t-shirt. The person in the leopard print shirt has dark hair and is wearing a leopard print shirt with a graphic design on the front. Both individuals appear to be in a cheerful mood, indicated by their animated expressions and gestures.The setting is a room with a wall covered in various drawings and pictures, giving the impression of a creative or artistic environment. The drawings are colorful and feature a variety of characters and designs, suggesting a casual and informal atmosphere.",/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/_a_3V6AAyxw_21/video.mp4,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/_a_3V6AAyxw_21/audio.wav,/mnt/hdd2/huanglingyu/vgg/datasets/Koala-36M-v1/videos/Koala_36M_1_sv/_a_3V6AAyxw_21/first_frame.png
